player,recent_form,surface_winrate
Jack Swindells,0.73,0.92
Noah Prehn,0.45,0.92
Diego Eduardo Pierola Lara,0.69,0.48
Itsuki Matsumoto,0.76,0.78
Gavin Spencer,0.61,0.71
Rodion Pak,0.86,0.6
Jose Antonio Catala,0.48,0.95
Freddy Cossioterrazas,0.49,0.65
Santiago Marcelino Solari,0.66,0.77
Tiago Almeida,0.87,0.68
Osman Torski,0.6,0.46
Oscar Janglin,0.86,0.48
Kevin Zhu,0.75,0.81
Borja Roger Quinta,0.79,0.84
Jack Vance,0.87,0.6
Damien Rocky,0.69,0.44
Pattanapong Borisutpong,0.72,0.93
Sven Lemstra,0.69,0.67
Paris Pentousis,0.79,0.47
Nikolas Lahky,0.54,0.51
Daniils Batmanovs,0.79,0.42
Shramay Dhawan,0.76,0.79
Ioan Luca Vidan,0.7,0.79
Ali Alshati,0.42,0.73
Aleksander Sadal,0.79,0.7
Brian Boggs,0.47,0.61
Tyler Schick,0.88,0.92
Joaquin Ledesma,0.44,0.84
Armaan Bhatia,0.76,0.9
Carlos Cuevas,0.58,0.57
Andre Luiz Cezar,0.77,0.94
Rodrigo De Santis Carvalho,0.66,0.49
Vasileios Vardakis,0.71,0.43
Eduardo Reyna,0.44,0.58
Jose Andres Illescas Maury,0.88,0.51
Caleb Chakravarthi,0.4,0.68
Younes Adnane,0.87,0.59
Wassily Philip Leon Moritz,0.68,0.49
Matic Zaplotnik,0.53,0.86
Matthew Beecher,0.72,0.68
Matthew Terry,0.74,0.46
Iswandaru Kusumo Putro,0.77,0.44
Arnav Mohanty,0.41,0.61
Tiago Seweryniak,0.89,0.9
George Hime,0.71,0.68
Amaury De Beer,0.59,0.48
Rafik Terzyan,0.69,0.54
Ignacio Cuzzani,0.49,0.43
Martin Capdevilla,0.52,0.86
Eber Tiepermann,0.44,0.92
Johan Francisco Castillo Grullon,0.84,0.44
Sebastian Medina,0.53,0.5
Akanit Pumjit,0.77,0.49
Sergiu Darie Medesan,0.54,0.84
Marcos Castares,0.47,0.86
Carlos Andres Trigos Torres,0.45,0.63
Francisco Lanusse,0.83,0.93
Hamad Almohannadi,0.46,0.54
Mudassar Murtaza,0.44,0.69
Malik Abdul Rehman,0.4,0.95
Usman Rafique,0.58,0.85
Jasel Beltre,0.87,0.67
Pierre Debrosse,0.85,0.46
Julien Delaplane,0.46,0.9
Xiaoyu He,0.41,0.7
Lluis Miralles,0.78,0.57
Stefan Dragovic,0.55,0.65
Ronald Gabas,0.82,0.57
Jasper Felix Schiefer,0.51,0.7
Fayyaz Hussain Quadri,0.65,0.55
Xavier Lawrence,0.42,0.65
Michel Saade,0.85,0.63
Alex Fairbanks,0.49,0.74
Alex Brenner,0.55,0.41
Nitin Gunduboina,0.64,0.73
Ramakrishnan Rangaraju,0.54,0.73
Michel Alexandre Fortin,0.42,0.62
Oleksii Markovskyi,0.41,0.54
Naoya Maesaki,0.88,0.86
Thomas George Brun,0.56,0.59
Ruben Busch,0.57,0.57
Karlo Kajin,0.86,0.65
Xin Hu,0.82,0.55
Yuki Takamura,0.74,0.86
Raphael Archambault Laurin,0.73,0.71
Bruno Krenn,0.8,0.81
James Tallman,0.48,0.81
Ighor Halmenschlager Reis,0.73,0.83
Elyas Abdulnabi,0.45,0.88
Arnau Santillana,0.46,0.91
Ron Mansdorf,0.52,0.61
Karan Srivastava,0.75,0.64
Suraj Hasrani,0.85,0.43
G S Sanjay,0.75,0.91
Zac Osborne,0.61,0.72
Joshua Tran,0.66,0.79
Leonardo Du Plooy,0.76,0.64
Atrice Pickens,0.71,0.66
Angel Luis Centeno Canadas,0.66,0.7
Dennis Katzenwadel,0.52,0.84
Luis Gomez,0.71,0.74
Sundet Nagimetov,0.41,0.85
Jake Jacoby,0.68,0.52
Yuki Yudate,0.81,0.51
Shota Iino,0.49,0.51
Hajime Nakashima,0.46,0.4
Daniel Fainblum,0.89,0.5
Michael Junior Michael,0.82,0.47
Emmanuel Audu,0.55,0.65
Ismael Changawa Ruwa Mzai,0.5,0.47
Davide Guerra,0.57,0.63
Victor Castro,0.62,0.95
Pedro Bernabe Franco,0.81,0.68
Adebola Obasoto,0.52,0.91
Christian Alshon,0.76,0.79
Phil Dimon,0.86,0.89
Paul Oosterbaan,0.59,0.74
Marko Vejnovic,0.41,0.85
Mikar Fisher,0.81,0.57
Ruan Du Preez,0.75,0.6
Ori Maior,0.47,0.93
Simon Peter Ayella,0.7,0.55
Mihnea Lorin Stefan Turcu,0.81,0.63
Uri Vodavoz,0.49,0.76
Carl Gustafsson,0.51,0.62
Mathias Gavelin,0.5,0.41
Simon Birgerson,0.9,0.84
Jesper Klov Nilsson,0.51,0.58
Santiago Ruiz Velasco,0.53,0.53
Arturo Perales Terada,0.42,0.68
Ismael Batista Mascorro,0.89,0.4
Yaseen Elhalafawy,0.52,0.88
Elliott Farmer,0.76,0.54
Edward Harwood,0.41,0.91
Diego Padilha,0.79,0.77
Jonathan Kyle Tan,0.78,0.7
Danielle Abadia,0.44,0.84
Orlando Alcantara,0.46,0.95
Volodymyr Malakhov,0.55,0.54
Quang Truong Tran,0.58,0.6
Nick Cmager,0.79,0.67
Andrej Popovic,0.43,0.7
Xiaoyang Zhang,0.73,0.7
Cheng Han,0.51,0.7
Adam Blecha,0.59,0.86
Yoan Georgiev,0.4,0.62
Ivan Penev,0.55,0.41
Hristo Valeov,0.49,0.88
Venci Ivanov,0.65,0.76
Marcelo Sepulveda Garza,0.48,0.5
Sacha Modica,0.82,0.42
Matt Mcbride,0.84,0.57
Richard Dulganov,0.82,0.47
Juan Mauricio Gonzalez Paiva,0.89,0.89
Conner Mcmann,0.86,0.55
Omar Hernandez Moreno,0.54,0.79
Alexander Simion,0.56,0.76
Nil Giraldez,0.67,0.79
Pol Fernandez,0.59,0.69
Bogdan Andrei Manole,0.88,0.8
Leonardo Sprovieri,0.57,0.68
Luis Diaz Argente,0.77,0.61
Gauthier Cappello,0.69,0.87
Nel Ferrer,0.88,0.65
Sardor Ergashev,0.77,0.71
Ciro Lampasas,0.55,0.66
Taisei Miyamoto,0.5,0.83
Marco De Rosa,0.83,0.7
Thabo Ncube,0.86,0.66
Sandeep Vm,0.82,0.54
Avindra Perera,0.77,0.9
Marc Castellana,0.56,0.87
Jesper Tull Freimuth,0.65,0.64
Thomas Pouleur,0.86,0.76
Dominic Barretto,0.47,0.68
Tim Seibert,0.65,0.5
Daniel Sela,0.58,0.61
Wai Yu Kai,0.74,0.87
Maxime Vandendooren,0.72,0.84
Pedro Estevao,0.68,0.46
Filippo Anselmi,0.54,0.44
Laurin Aerne,0.48,0.87
Yong Jia Cai,0.79,0.89
Ozan Cildir,0.9,0.56
Gabriel Huber,0.48,0.59
Naufal Siddiq Kamaruzzaman,0.44,0.58
Thomas Hann,0.77,0.47
Giordan Kunz,0.57,0.81
Michael Walser,0.51,0.6
Tobias Rief,0.66,0.86
Nic Wiedenhorn,0.74,0.88
Yuchen Wu,0.51,0.9
Frederic Jacobs,0.9,0.85
Samuel Martinez Arjona,0.56,0.83
Will Davies,0.56,0.65
Chang Lin Tsai,0.61,0.41
Mikko Rouvala,0.77,0.46
Paul Sprengelmeijer,0.84,0.69
Leonardo Braccini,0.56,0.6
Yu Shiang Huang,0.46,0.86
Ernesto Turegano Julian,0.53,0.71
Joao Guerra,0.44,0.45
Bernie Schranz,0.72,0.66
Vladimir Reznicek,0.77,0.85
Simao Alves,0.61,0.87
Tomas Sedas,0.88,0.49
Carlo Izurieta,0.76,0.46
Garizon Abarzua,0.59,0.61
Jeremy De Bodt,0.45,0.44
Felix Romeo,0.65,0.8
Ilari Vesanen,0.65,0.65
Aaron Prandstetter,0.68,0.51
Daniel Soyfer,0.74,0.46
Feliksas Sakalauskas,0.53,0.91
Teodors Pukshe,0.4,0.42
Eduards Stefenbergs,0.81,0.45
Michael Cunningham,0.81,0.53
Morgan Lohan,0.86,0.45
Ivan Zaytsev,0.88,0.75
Robert Kjellberg,0.48,0.52
Chris Harrison,0.58,0.66
Zhan Skindzer,0.83,0.87
Mateusz Piatek,0.87,0.85
Michal Skonieczny,0.41,0.48
Luis Afonso Pita,0.59,0.45
Leon Petko,0.46,0.77
Blas Ruiz Romero,0.79,0.52
Dung Em Oliver Dao,0.77,0.83
Aron Stajszczak,0.78,0.64
Seounghun Lee,0.6,0.48
Anton De La Puente,0.6,0.94
Jason Seidman,0.53,0.43
Roman Warias,0.58,0.47
Liam Dielen,0.89,0.85
Goran Duquesne,0.42,0.65
Shuai Xu,0.56,0.92
Ao Shen,0.79,0.46
Mikhail Kniazeu,0.59,0.49
Eric Tudor Adochitei Pandelea,0.87,0.4
Mark Keki,0.57,0.52
Zhou Mingzhou,0.82,0.76
Chong Yuan Fan,0.81,0.8
Vimalraj Jayachandran,0.4,0.64
Fernando Andre,0.6,0.54
Sebastian Brzezinski,0.54,0.79
Mate Cseresznyes,0.64,0.49
Alexandru Cristian Bodnariuk,0.63,0.82
Jannik Rother,0.85,0.83
Joris Bodin,0.49,0.64
Nikola Puric,0.49,0.51
Alexander Grekul,0.45,0.75
Max Flaherty,0.77,0.87
Joshua Ryan,0.86,0.69
Zakaria Ben Brahim,0.58,0.65
Daniel Khin,0.43,0.94
Mathieu Garcia,0.48,0.7
Jakob Groener,0.45,0.42
Daniel Labrador,0.7,0.68
Benjamin Rosen,0.54,0.64
Joseph Newman Billington,0.85,0.56
Gianmarco Amatiste,0.48,0.57
Brandon Stringfellow,0.87,0.91
Emilio Juan Benitez,0.57,0.47
Alexandros Dinopoulos,0.83,0.82
Lucas Carlos Ribas Crichigno,0.87,0.9
Agustin Eduardo Cuellar Lorberg,0.89,0.54
Nicolas Fernandez Vina,0.8,0.44
Giuseppe Sicolo,0.45,0.57
Razvan Aghion,0.43,0.64
Robert Damian Savin,0.77,0.92
Aleksander Woznicki,0.85,0.64
Marco Corino,0.48,0.45
Bernardo Azevedo Pereira E Oliveira,0.87,0.48
Ashwin Ryan Sharma,0.71,0.59
Stratton Gilmore,0.46,0.5
Nicolas Brand,0.48,0.43
Danail Banov,0.43,0.5
Lamar Bartley,0.47,0.46
Harry Thursfield,0.77,0.51
Marco Pairetti,0.51,0.95
Arnaud Sewanou,0.68,0.64
Antonio Pedro Pragana,0.76,0.76
Mauricio Alejandro Arraya Avila,0.85,0.49
Damien Boulangeot,0.69,0.87
Theo Schneider,0.68,0.55
Maxime Niziolek,0.86,0.94
Jacob Sullivan,0.55,0.86
Harry Lazell,0.5,0.92
Juan Carlos Garcia Garcia,0.84,0.77
Alejandro Sedeno Nieto,0.44,0.76
Prachaya Baibong,0.49,0.86
Imrane Bentekhici,0.61,0.79
Chris Conrardy,0.58,0.73
Julian Kenzlers,0.75,0.6
Paul Emmanuel,0.45,0.52
Junior Tavarez Pichardo,0.64,0.83
Rai Vicente De Araujo,0.8,0.61
Tommy Hamilton,0.74,0.43
Raphael Loukas,0.72,0.66
Samuel Pointon,0.52,0.76
Kutsal Korkmaz,0.6,0.41
Radomir Jovanovic,0.49,0.79
Guilherme Toresan,0.65,0.52
Maximilian Todorov,0.69,0.52
Artem Zharkov,0.72,0.71
Nikita Chuev,0.84,0.59
Jan Silhavy,0.43,0.65
Luke Stevenson,0.59,0.68
Dimosthenis Taramonlis,0.7,0.91
Andrea Zamurri,0.69,0.51
Edson David Ortiz Tovar,0.41,0.66
Brecht Catalan,0.49,0.83
Timothy Phung,0.82,0.51
Burak Bilgin,0.66,0.45
Mateo Labuckas,0.61,0.41
Gustavo Datto Martins,0.85,0.46
Jaime Sigauque,0.44,0.55
Saar Rogovski,0.86,0.63
Erik Chren,0.41,0.73
Bruno Figueiredo,0.68,0.51
Leonardo Schmitz Frederico,0.68,0.55
Armando Sigauque,0.72,0.78
Filip Michl,0.41,0.9
Martin Vondrak,0.67,0.47
Pierre Luquet,0.46,0.66
Burak Can Yilmaz,0.48,0.56
Nuutti Jokinen,0.51,0.69
Constantinos Papavasiliou,0.71,0.47
Jonas Alberto Junior,0.6,0.55
Michael Mathayomchand,0.44,0.79
Anas Abdelouahid,0.54,0.85
Alexandros Roumpis,0.44,0.74
Juan Ignacio Cabrera,0.73,0.92
Diego Nora Rosa Gobis De Castro,0.68,0.76
Maxime Lapraille,0.6,0.81
Felipe Escalona Ordenes,0.86,0.6
Dimitri Badra,0.66,0.49
Vicente Manuel Rivas Maturana,0.84,0.76
Jan Vehovec,0.69,0.91
Kevin Gardner,0.59,0.94
Damien Ghader,0.67,0.65
Samuel Rubell,0.48,0.7
Denilson Martinez,0.74,0.57
Noah Berry,0.89,0.77
Nicolas Esteban Rico Arias,0.52,0.82
Senne Braun,0.56,0.42
Ervin Haris Eminefendic,0.6,0.87
Gerhardt Marius Becker,0.64,0.68
Vlad Cristian Niculae,0.76,0.72
Nabi Kustepe,0.47,0.51
William Vega,0.55,0.41
Albert Sprlak Puk,0.67,0.92
Babji Siva Atturu,0.69,0.91
Cedric Wouobong Ngoumtsa,0.67,0.83
Victor Manuel Blanco Pretto,0.62,0.66
Abdoulaziz Bationo,0.76,0.57
Dieu Ne Dort Midzie,0.5,0.49
Nkwenti Blaise Ngwohoh,0.54,0.44
Jackson Varney,0.62,0.65
Heera Ashiq,0.75,0.84
Barkat Khan,0.44,0.8
Joubert Klopper,0.46,0.82
Damien Nezar,0.79,0.47
Liam Day,0.53,0.87
Shayan Shooshtarian,0.88,0.84
Hayat Saqib,0.88,0.45
Abdaal Haider,0.74,0.6
Ahmad Asjad Qureshi,0.76,0.61
Filip Fichtel,0.73,0.8
Masood Eisa Beygi,0.49,0.87
Muhammad Nauman Aftab,0.65,0.61
Naifu Zhang,0.8,0.47
Hans Albert Schubert,0.79,0.45
Barney Fitzpatrick,0.85,0.75
Mykyta Rassolov,0.85,0.67
Hugo Bron,0.53,0.9
Ritik Sundaram,0.76,0.92
Raffaele Giuliano,0.73,0.89
Stefan Cizelj Zivkovic,0.84,0.44
Aditya Gupta,0.49,0.56
Bekir Berk Sahin,0.77,0.53
Kengo Sasaki,0.61,0.44
Mattia Bernardi,0.6,0.91
Keigo Shimizu,0.42,0.89
Connor Johnson,0.88,0.61
Edgar Hipolito Cruz Vazquez,0.74,0.93
Austin Johnson,0.7,0.71
Matteo Masala,0.53,0.64
Lucas Neagu,0.73,0.7
Luka Mrsic,0.87,0.63
Xinmu Zhou,0.48,0.56
Eric Hahn,0.89,0.5
Alvaro Alcaraz Garfia,0.61,0.65
Ivan Karlo Ban,0.89,0.69
Marin Jurkovic,0.72,0.85
Eduardo Cohen,0.56,0.66
Kyle Lok Yin Tang,0.59,0.86
Patrik Stepanic,0.55,0.93
Takumi Kato,0.57,0.8
Yohan Sung,0.72,0.47
Tommaso Spelta,0.41,0.65
Kyle Johnson,0.88,0.87
Musa Mohammed,0.78,0.67
Daniil Sokolov,0.87,0.85
Belal Abou Taleb,0.76,0.83
Pietro Pirolt,0.64,0.49
Uche Oparaoji,0.49,0.58
Carlos Garcia Campoverde,0.66,0.82
Andres Vazquez Machuca,0.76,0.49
Joao Victor Ortega,0.83,0.63
Alejandro Valencia,0.56,0.48
Manuel Antonio Alonso,0.66,0.53
William Yovanny Ribero Duarte,0.71,0.56
Filippo Giovannini,0.69,0.69
David Enfedaque Manogue,0.43,0.9
Angel Sierra Malinowska,0.64,0.61
Stefan Borms,0.8,0.87
Floris Podzimek,0.8,0.78
Johnson Acquah,0.65,0.83
Mateo Berta,0.88,0.82
Gian Franco Garretta Altamirano,0.81,0.57
Andrews Adu Appiah,0.77,0.53
Yi Wei Zhang,0.66,0.94
Kevin Zannou,0.7,0.81
Bernard Ashitey Armaah,0.51,0.6
Benjamin Palm,0.67,0.7
Daniel Quartey,0.66,0.83
Alexander Romay,0.5,0.43
Mihailo Kecojevic,0.88,0.45
Llewelyn Bevan,0.52,0.41
Nkanku Mukeba,0.45,0.49
Pol Sanchez Vinas,0.63,0.47
Andrej Krajcik,0.74,0.65
Martin Dobry,0.5,0.56
Luka Puljic,0.49,0.43
Luis Enrique Mancilla De La Cruz,0.53,0.65
Matias Pomar,0.55,0.72
Elyes Marouani,0.52,0.6
Flavio Cortinovis,0.64,0.54
Manuel Massimino,0.41,0.61
Frank Tayebwa,0.44,0.69
Ibrahim Kibet Yego,0.76,0.64
Lucas Gessner,0.61,0.45
Sergio Eduardo Molina Capin,0.58,0.65
Edward Birungi,0.41,0.8
Mykhailo Nosenko,0.55,0.85
Gareth Ong,0.81,0.64
Nikit Reddy,0.57,0.95
Timothy Lim,0.88,0.86
Sota Fujii,0.59,0.52
Riccardo Perin,0.63,0.65
Matej Cintl,0.8,0.56
Krystof Zapsky,0.89,0.7
Marcus Kallioniemi,0.59,0.52
Camden Camacho,0.46,0.42
Douglas Geiwald,0.66,0.9
Takahiro Kubo,0.7,0.69
Mason Caldwell,0.88,0.9
Kyler Jirasook,0.61,0.46
Edward Lewis,0.45,0.48
Denislav Prodanov,0.73,0.52
Taewoo Koo,0.41,0.65
Jiaji Wang,0.61,0.88
Kyohei Yamanaka,0.6,0.76
Brandon Lam,0.53,0.43
Suk Hyun Choo,0.88,0.62
Hyun Sik Go,0.6,0.8
Wanseok Kang,0.85,0.58
Chenyu Fang,0.66,0.67
Youlian Iakovlev,0.81,0.79
Andrew Kunaka,0.63,0.93
Jaewoo Kim,0.9,0.58
Maximiliano Roman Mayorga,0.72,0.81
Jin Sung Han,0.48,0.81
Henrique Fukushima,0.4,0.7
Alfredo Casso,0.86,0.85
William Peters,0.74,0.69
Hyeon Il Jung,0.45,0.74
Donghwi Shin,0.77,0.86
Sung Ha Yeon,0.51,0.66
Eduardo Taiguara,0.8,0.66
Marcio Eduardo Silva,0.7,0.73
Nicola Cigna,0.46,0.84
Aizezi Yusupuaili,0.44,0.47
Robby Shymansky,0.63,0.82
Jay Zwinkels,0.87,0.56
David Bogatin,0.68,0.44
Shokhrukh Gayratov,0.78,0.84
Yerassyl Murat,0.63,0.48
Joaquin Marquez,0.59,0.52
Andre Baltazar,0.81,0.79
Nicolas Agustin Lema,0.63,0.71
Brady Draheim,0.47,0.91
Ramiro Pioli Tizon,0.54,0.92
Martin Estevarena,0.68,0.57
Uladzislau Zhuk,0.6,0.58
Erick Sanchez,0.58,0.52
Takeshi Taco,0.73,0.68
Eric Talac,0.72,0.61
Sebastian Pjontek,0.56,0.41
Mehdi Laalej,0.58,0.62
Han Chih Lin,0.78,0.43
Cole Gromley,0.86,0.84
Benedict Kurz,0.56,0.91
Dominique Graf,0.55,0.56
Manuel Goncalves,0.53,0.76
Paulo Fernandes,0.47,0.45
Deji Thomas Smith,0.59,0.6
David Chelidze,0.66,0.72
Justin Bloss,0.67,0.46
Francisco Erramuspe,0.75,0.61
Roni Rikkonen,0.43,0.93
Stefan Spasojevic,0.68,0.49
Breno Souza Plentz,0.53,0.74
Zakai Stone,0.52,0.86
Harry Ellesmere,0.79,0.82
Langford Hills,0.48,0.82
David Sanchez Herrero,0.56,0.43
Calvin Mueller,0.72,0.94
Diego Mogrovejo,0.72,0.8
Gianfranco Panta,0.42,0.92
Ethan Leon,0.44,0.94
Giuliano Franco Zambrano Poggi,0.73,0.6
Raul Moreano Chan,0.88,0.7
Eduardo Nunez Del Prado Flores,0.9,0.8
Ernesto Gabriel Mealla,0.89,0.87
Daniil Tsebrenko,0.58,0.93
Sandro Szic,0.52,0.94
Benoit Lanckohr,0.45,0.58
Stefan Kabasaj,0.56,0.77
Almir Nokic,0.54,0.48
Egor Baklanov,0.69,0.85
Mykhaylo Muravyov,0.58,0.49
Da Niel Kotze,0.52,0.89
Diego Bustamante,0.71,0.94
Niccolo Inserra,0.56,0.45
Bill Duo,0.58,0.68
Gabriel Alejandro Bernal,0.7,0.55
Andres Chavez,0.46,0.66
Tristan Reiff,0.79,0.56
Harris Trismen,0.88,0.44
Nathan Han,0.65,0.62
Lucas Britez Risso,0.68,0.51
Joel Kuster,0.59,0.7
Ilias Zimmermann,0.88,0.77
Juan Sengariz Carral,0.47,0.62
Kacper Gorecki,0.81,0.51
Aliaksandr Sasnouski,0.73,0.51
Jan Wajdemajer,0.8,0.4
Pietro Schiavetti,0.88,0.79
Timo Lanz,0.65,0.54
Timur Mukhtarulin,0.54,0.93
Demian Hulyanich,0.79,0.81
Oleksandr Kokkin,0.82,0.56
Kabir Gupta,0.74,0.49
Jiaxi Ma,0.82,0.74
Bekzat Usipbekov,0.77,0.88
Artsiom Cherkasau,0.88,0.72
Bartlomiej Kowalski,0.69,0.41
Diego Menendez Vina,0.59,0.83
Gabor Serak,0.74,0.93
Balint Balogh,0.43,0.43
Giulio Graziotti,0.65,0.85
Vladislav Sveridenko,0.79,0.8
Jabari Stafford,0.48,0.62
Valentin Ivanov,0.6,0.75
Mark Peneff,0.58,0.49
Mohab Hamed,0.57,0.8
Nicolo Crespi,0.73,0.72
Daniil Nabatchikov,0.65,0.45
Marc Hofer,0.8,0.88
Sebastian Dominguez,0.43,0.47
Jorge Alejandro Olaya,0.63,0.64
Mihailo Radosavljevic,0.41,0.47
Melvin Manuel,0.51,0.76
Jonathan Zuriel Gonzalez Gonzalez,0.79,0.81
Josip Krstanovic,0.45,0.92
Tamim Hallak,0.45,0.54
Ricardo Brancal,0.6,0.6
Gleb Baklanov,0.79,0.61
Svyatoslav Ilnytskyy,0.72,0.45
Magd Abou El Ezz,0.79,0.84
Quin Verstegen,0.42,0.45
Ethan Silva,0.68,0.59
Federico Luzzo,0.63,0.5
Antonio Mazzeo,0.85,0.77
Ignacio Vinas,0.77,0.9
Jody Alan Claassen,0.61,0.81
Ivan Rodrigo Gonzalez Huerta,0.68,0.83
Carlos Alonso Gallardo Olivares,0.61,0.44
Maksym Khalus,0.62,0.81
Donald Hall,0.72,0.43
Ian Luca Cervantes Tomas,0.51,0.67
Tennyson Whiting,0.57,0.78
Ying Hou,0.54,0.54
Jad Slaibi,0.8,0.78
Togan Makzume,0.87,0.88
Alexander Abou Boutros,0.61,0.88
Jason Janis,0.44,0.51
Sebastian Defilippis,0.45,0.55
Noam Okala,0.6,0.77
Diego Nava,0.6,0.86
Aloys Johannes Willem Van Baal,0.47,0.65
Keaton Cullimore,0.8,0.91
Ben Goldberg,0.65,0.72
Henry Barrett,0.45,0.54
Kaan Cepel,0.45,0.41
Tushar Madan,0.62,0.84
Abayomi Oluseyi Philips,0.46,0.45
Christian Saidi Otupio,0.68,0.44
Godgift Timibra,0.59,0.83
Wilson Oswalele Igbinovia,0.86,0.42
Mirgiiaz Mirdzhaliev,0.61,0.86
Cheraag Bajwa,0.71,0.73
Lars Johann,0.81,0.75
Daniil Gusev,0.55,0.92
Taylor Foote,0.66,0.88
Hans Peter Kaufmann,0.46,0.44
Lucas Amorim De Lima,0.62,0.87
Matheo Fabre,0.59,0.77
Jarmo Perez Wienese,0.61,0.57
Oriol Fillat Gimenez,0.45,0.87
Marco Mania,0.6,0.41
Martin Maldonado,0.84,0.86
Oskar Irdoja,0.87,0.74
Matthis Ross,0.52,0.54
Alexander Zederbauer,0.55,0.4
Matthew Mosejczuk,0.4,0.69
Tsimafei Basalyha,0.46,0.63
Stylianos Poutis,0.57,0.87
Lars Bijsterbosch,0.74,0.83
Stefan Loncar,0.55,0.72
Frank Barnett,0.44,0.48
Ricardo Reyna,0.77,0.8
Yashdeep Singh Duggal,0.63,0.73
David Martirosian,0.66,0.41
Bruno Figlia,0.56,0.82
Anthony Pero,0.71,0.86
Evin Mcdonald,0.85,0.83
John Carlin,0.68,0.5
Geronimo Marcolini,0.69,0.68
Emiliano Troche,0.59,0.69
Joe Herin,0.44,0.91
Peerapat Dedthonglang,0.61,0.91
Christos Avraam,0.86,0.43
Alejandro Hastings,0.74,0.95
Karsten Wuyts,0.65,0.83
Michael Alejandro Beltran Rubio,0.71,0.61
Santiago Jimeno Mora,0.68,0.81
Camilo Andres Alvarez Vergara,0.86,0.61
Giulio Colacioppo,0.51,0.91
Miguel Gamborino,0.84,0.61
Maikol Ponte,0.74,0.82
Rayane Alami,0.46,0.49
Matthew Stubbings,0.59,0.87
Alexey Shtengelov,0.62,0.74
William Hatzis,0.44,0.84
Sebastian Nothhaft,0.68,0.63
Ryder Jackson,0.53,0.59
Mert Arabaci,0.63,0.69
Nishith Naveen,0.62,0.61
Yoel Yamus,0.66,0.68
Jean Marc Malkowski,0.82,0.64
Juan Martin Fumeaux,0.79,0.51
Nathan Chavez,0.84,0.94
Preston Connor,0.69,0.41
James Hopper,0.71,0.91
Stefan Leustian,0.62,0.86
Nico Kleber,0.76,0.63
Vladimir Osminkin,0.5,0.58
Ilya Tiraspolsky,0.64,0.49
Andres Haefele,0.76,0.47
Sergo Sikharulidze,0.79,0.7
Umut Kaan Yenilmez,0.52,0.46
Mustafa Can Gunes,0.49,0.66
Jordan Sauer,0.54,0.85
Mikaeel Woodman,0.86,0.82
Connor Kruger,0.46,0.47
Thehan Sanjaya Wijemanne,0.88,0.93
Eric Jr. Olivarez,0.9,0.56
Dmitry Kovkin,0.79,0.79
Frane Bujas,0.78,0.57
Anurag Agarwal,0.88,0.74
Yurii Yost,0.55,0.71
Rostislav Galfinger,0.46,0.5
Ronaldo Alexandre,0.81,0.76
Dmytro Slyepkan,0.49,0.58
Hamza Ben Yaacoub,0.42,0.74
Alexander Pustovit,0.5,0.7
Gabriele Felline,0.62,0.86
Nikita Kashirin,0.65,0.52
Kaita Odani,0.43,0.48
Alberto Orso,0.62,0.87
Alexander Georg Mandma,0.7,0.64
Mathias Klimovicz,0.87,0.83
Alejandro Jose Gandini,0.51,0.93
Dhruva Mulye,0.51,0.7
Caspar Schuetze,0.59,0.57
Constantinos Koshis,0.89,0.84
Vincent Knoess,0.57,0.91
Thibault Verdier,0.42,0.53
Suleyman Deniz Gursoy,0.53,0.78
Danil Ozernoy,0.68,0.83
Vladislav Tasenkov,0.61,0.41
Aleksei Abazov,0.79,0.73
Daniil Golubev,0.7,0.75
Tristan Sarap,0.68,0.75
Mohamed Amin Oueslati,0.56,0.45
Jamie Davis,0.68,0.41
Mark Owen Endler,0.71,0.56
Mile Matic,0.49,0.6
Denim Yadav,0.77,0.48
Alex Ganchev,0.6,0.68
Abdulrahman Al Janahi,0.77,0.53
Ivan Sodan,0.49,0.59
Borna Devald,0.73,0.56
Matej Galik,0.41,0.82
Federico Pieckenstainer,0.48,0.88
Angel Guerrero Melgar,0.85,0.56
Naman Sharma,0.63,0.61
Zhanger Almashev,0.65,0.85
Tomas Venturi,0.85,0.82
Youssef Abdellatif,0.64,0.79
Imran Daniel Abd Hazli,0.73,0.79
Kamran Hanif,0.51,0.56
Keanu Elias Immler,0.44,0.92
Kirill Kolganov,0.58,0.85
Felipe Mikkelsen,0.8,0.52
Nikita Sidorov,0.62,0.76
Pajo Marjanovic,0.48,0.49
Tushar Sharma,0.67,0.72
Juan Diego Rojas,0.53,0.56
Omar Suarez,0.87,0.46
Francesco Maria Missere,0.69,0.73
Stefan Ivic,0.89,0.89
Graham Maassen,0.42,0.48
Christophe Clement,0.41,0.89
Maximilian Dietel,0.64,0.47
Samer Al Tori,0.83,0.81
Mateja Janicijevic,0.66,0.94
Lluc Serrat Vinolas,0.84,0.45
Dorian Kos,0.47,0.52
Aleksa Markovic,0.75,0.65
Artur Soghoyan,0.73,0.81
Guney Ege Cetin,0.67,0.89
Anton Semenov,0.6,0.8
Jiri Krouzek,0.72,0.82
James Edley,0.68,0.65
Dmitry Bezborodov,0.54,0.6
Petr Cervinka,0.45,0.68
August Ehrnrooth,0.59,0.76
German Samofalov,0.66,0.68
Aleksandar Mihailovic,0.65,0.83
Viacheslav Ovchinnikov,0.61,0.49
Dusan Trunic ,0.56,0.62
Guilherme Sousa Severin,0.58,0.44
Lui Maxted,0.53,0.77
Michele Vianello,0.69,0.82
Riccardo Tavilla,0.82,0.77
