player,age,height
Omar El Moslemany,35,188
Mykyta Riepkin,21,189
Berke Eser Coskun,36,185
Jason Jeremy Hildebrandt,29,193
Axel Vila Antuna,26,188
Ruslan Mugtasimov,29,190
Anshumat Srivastava,28,186
Dennis Kazistov,36,198
Omer Berk Gorgun,28,173
Rittik Anand,28,187
Furkan Koc,24,173
Przemysaw Kwiatkowski,26,190
Denis Oreshin,30,172
Amine Zraidi,27,199
Yahya Frizi,33,191
Lorenz Fink,21,197
Jan Soeren Hain,29,187
Juan David Ramirez,35,190
Sergei Lysov,35,189
Denis Belozerov,30,174
Rick Kepler,25,198
Pawel Jankowiak,25,178
Przemyslaw Zielinski,26,191
Torben Steinorth,35,192
Patrick Walker,32,199
Joaquin Caballer,22,196
Joel Javier Alt,28,193
Amit Batta,22,184
Toni Simonovic,25,178
Christoph Herr,36,183
Peter Sallay,22,190
Tomas Descarrega,21,193
Nicolo Giordano,31,171
Lukas Smolak,25,195
Maciej Kazanowski,29,194
Wilco Geenen,30,187
Cristian Stefan Moldovan,35,182
Krzysztof Mlazga,35,197
Yates Johnson,37,190
Oleksii Pohrebniak,28,185
Robert Leck,21,175
Stefanos Jelati,20,185
Stefano Platania,35,173
Federico Rebecchini,37,193
Jose Juarez Caro,22,179
Yassine Mhiri,20,188
Chinmaya Dev Chauhan,25,180
Mihailo Samardzija,30,198
Andrea Di Meo,27,174
James Markiewicz,24,187
Niels Peter Van Noord,28,172
Danis Baybekov,34,177
Gabriel Mauricio Nolasco Pozo,33,180
Sebastian Trigosso Mercado,23,190
George Kennedy,27,199
Guilherme Rosa,36,188
Kaptan Kaster,21,190
Francisco Oliveira,35,194
Eduardo Cabral,29,172
Carlos Fernandez Espinar,21,181
Tim Slager,30,184
Seung Ri Choi,29,195
Jack Swindells,33,192
Noah Prehn,30,193
Diego Eduardo Pierola Lara,28,185
Itsuki Matsumoto,26,174
Gavin Spencer,34,188
Rodion Pak,36,196
Jose Antonio Catala,22,175
Freddy Cossioterrazas,34,198
Santiago Marcelino Solari,33,181
Tiago Almeida,27,188
Osman Torski,23,178
Oscar Janglin,29,187
Kevin Zhu,21,198
Borja Roger Quinta,33,172
Jack Vance,27,192
Damien Rocky,29,199
Pattanapong Borisutpong,37,183
Sven Lemstra,34,195
Paris Pentousis,24,193
Nikolas Lahky,32,190
Daniils Batmanovs,37,174
Shramay Dhawan,21,174
Ioan Luca Vidan,32,173
Ali Alshati,33,194
Aleksander Sadal,29,191
Brian Boggs,23,198
Tyler Schick,34,197
Joaquin Ledesma,27,185
Armaan Bhatia,34,182
Carlos Cuevas,33,177
Andre Luiz Cezar,28,193
Rodrigo De Santis Carvalho,22,190
Vasileios Vardakis,34,185
Eduardo Reyna,36,197
Jose Andres Illescas Maury,35,194
Caleb Chakravarthi,23,171
Younes Adnane,30,199
Wassily Philip Leon Moritz,27,177
Matic Zaplotnik,22,172
Matthew Beecher,33,192
Matthew Terry,28,198
Iswandaru Kusumo Putro,22,178
Arnav Mohanty,23,199
Tiago Seweryniak,23,180
George Hime,30,190
Amaury De Beer,35,196
Rafik Terzyan,36,193
Ignacio Cuzzani,29,189
Martin Capdevilla,36,199
Eber Tiepermann,35,170
Johan Francisco Castillo Grullon,25,170
Sebastian Medina,26,191
Akanit Pumjit,33,177
Sergiu Darie Medesan,30,185
Marcos Castares,31,179
Carlos Andres Trigos Torres,33,171
Francisco Lanusse,24,185
Hamad Almohannadi,24,196
Mudassar Murtaza,34,173
Malik Abdul Rehman,20,188
Usman Rafique,28,198
Jasel Beltre,22,178
Pierre Debrosse,23,172
Julien Delaplane,35,180
Xiaoyu He,26,177
Lluis Miralles,33,199
Stefan Dragovic,35,176
Ronald Gabas,37,170
Jasper Felix Schiefer,35,177
Fayyaz Hussain Quadri,35,194
Xavier Lawrence,21,193
Michel Saade,29,195
Alex Fairbanks,26,195
Alex Brenner,34,186
Nitin Gunduboina,28,196
Ramakrishnan Rangaraju,26,198
Michel Alexandre Fortin,35,180
Oleksii Markovskyi,22,176
Naoya Maesaki,36,198
Thomas George Brun,27,178
Ruben Busch,21,183
Karlo Kajin,22,174
Xin Hu,27,187
Yuki Takamura,21,199
Raphael Archambault Laurin,36,193
Bruno Krenn,24,194
James Tallman,36,192
Ighor Halmenschlager Reis,29,197
Elyas Abdulnabi,28,182
Arnau Santillana,25,174
Ron Mansdorf,30,177
Karan Srivastava,21,184
Suraj Hasrani,31,191
G S Sanjay,31,197
Zac Osborne,35,173
Joshua Tran,31,170
Leonardo Du Plooy,37,175
Atrice Pickens,32,193
Angel Luis Centeno Canadas,34,188
Dennis Katzenwadel,35,181
Luis Gomez,23,176
Sundet Nagimetov,31,182
Jake Jacoby,36,197
Yuki Yudate,20,176
Shota Iino,37,178
Hajime Nakashima,35,170
Daniel Fainblum,20,190
Michael Junior Michael,29,193
Emmanuel Audu,35,182
Ismael Changawa Ruwa Mzai,33,198
Davide Guerra,21,188
Victor Castro,25,190
Pedro Bernabe Franco,24,199
Adebola Obasoto,31,170
Christian Alshon,23,194
Phil Dimon,23,189
Paul Oosterbaan,24,190
Marko Vejnovic,26,188
Mikar Fisher,25,199
Ruan Du Preez,32,187
Ori Maior,23,197
Simon Peter Ayella,32,199
Mihnea Lorin Stefan Turcu,23,192
Uri Vodavoz,29,196
Carl Gustafsson,20,174
Mathias Gavelin,27,196
Simon Birgerson,26,195
Jesper Klov Nilsson,24,199
Santiago Ruiz Velasco,22,172
Arturo Perales Terada,34,171
Ismael Batista Mascorro,36,195
Yaseen Elhalafawy,32,191
Elliott Farmer,34,179
Edward Harwood,33,175
Diego Padilha,32,188
Jonathan Kyle Tan,31,198
Danielle Abadia,28,194
Orlando Alcantara,22,186
Volodymyr Malakhov,30,188
Quang Truong Tran,29,182
Nick Cmager,20,186
Andrej Popovic,36,192
Xiaoyang Zhang,32,187
Cheng Han,33,180
Adam Blecha,20,196
Yoan Georgiev,21,197
Ivan Penev,21,189
Hristo Valeov,26,189
Venci Ivanov,28,199
Marcelo Sepulveda Garza,23,182
Sacha Modica,21,193
Matt Mcbride,24,180
Richard Dulganov,28,189
Juan Mauricio Gonzalez Paiva,32,188
Conner Mcmann,31,179
Omar Hernandez Moreno,28,197
Alexander Simion,29,172
Nil Giraldez,29,190
Pol Fernandez,31,175
Bogdan Andrei Manole,33,176
Leonardo Sprovieri,27,198
Luis Diaz Argente,35,190
Gauthier Cappello,36,192
Nel Ferrer,23,189
Sardor Ergashev,25,174
Ciro Lampasas,31,191
Taisei Miyamoto,37,178
Marco De Rosa,26,191
Thabo Ncube,24,179
Sandeep Vm,29,183
Avindra Perera,25,180
Marc Castellana,33,186
Jesper Tull Freimuth,25,197
Thomas Pouleur,33,180
Dominic Barretto,31,176
Tim Seibert,31,199
Daniel Sela,27,180
Wai Yu Kai,29,182
Maxime Vandendooren,35,196
Pedro Estevao,27,188
Filippo Anselmi,28,175
Laurin Aerne,32,171
Yong Jia Cai,36,183
Ozan Cildir,36,197
Gabriel Huber,26,185
Naufal Siddiq Kamaruzzaman,20,176
Thomas Hann,33,170
Giordan Kunz,36,198
Michael Walser,32,171
Tobias Rief,21,178
Nic Wiedenhorn,33,194
Yuchen Wu,20,192
Frederic Jacobs,24,187
Samuel Martinez Arjona,26,190
Will Davies,33,189
Chang Lin Tsai,33,187
Mikko Rouvala,34,187
Paul Sprengelmeijer,24,179
Leonardo Braccini,24,177
Yu Shiang Huang,21,190
Ernesto Turegano Julian,37,177
Joao Guerra,28,171
Bernie Schranz,29,187
Vladimir Reznicek,37,180
Simao Alves,23,180
Tomas Sedas,27,188
Carlo Izurieta,37,180
Garizon Abarzua,36,179
Jeremy De Bodt,35,177
Felix Romeo,37,184
Ilari Vesanen,26,177
Aaron Prandstetter,20,188
Daniel Soyfer,20,170
Feliksas Sakalauskas,37,192
Teodors Pukshe,23,189
Eduards Stefenbergs,23,172
Michael Cunningham,25,190
Morgan Lohan,22,181
Ivan Zaytsev,25,185
Robert Kjellberg,32,191
Chris Harrison,26,185
Zhan Skindzer,23,199
Mateusz Piatek,20,186
Michal Skonieczny,25,197
Luis Afonso Pita,24,197
Leon Petko,32,185
Blas Ruiz Romero,23,178
Dung Em Oliver Dao,25,191
Aron Stajszczak,32,188
Seounghun Lee,24,170
Anton De La Puente,32,198
Jason Seidman,29,194
Roman Warias,22,187
Liam Dielen,32,199
Goran Duquesne,31,195
Shuai Xu,23,175
Ao Shen,29,175
Mikhail Kniazeu,22,181
Eric Tudor Adochitei Pandelea,36,172
Mark Keki,28,180
Zhou Mingzhou,20,175
Chong Yuan Fan,37,183
Vimalraj Jayachandran,28,187
Fernando Andre,28,185
Sebastian Brzezinski,21,193
Mate Cseresznyes,35,182
Alexandru Cristian Bodnariuk,22,170
Jannik Rother,35,175
Joris Bodin,32,183
Nikola Puric,22,186
Alexander Grekul,29,194
Max Flaherty,37,182
Joshua Ryan,25,182
Zakaria Ben Brahim,25,178
Daniel Khin,37,175
Mathieu Garcia,25,175
Jakob Groener,25,194
Daniel Labrador,32,199
Benjamin Rosen,33,174
Joseph Newman Billington,26,194
Gianmarco Amatiste,32,190
Brandon Stringfellow,34,183
Emilio Juan Benitez,31,183
Alexandros Dinopoulos,20,173
Lucas Carlos Ribas Crichigno,22,171
Agustin Eduardo Cuellar Lorberg,37,171
Nicolas Fernandez Vina,27,198
Giuseppe Sicolo,21,186
Razvan Aghion,23,179
Robert Damian Savin,37,183
Aleksander Woznicki,32,188
Marco Corino,34,186
Bernardo Azevedo Pereira E Oliveira,21,198
Ashwin Ryan Sharma,29,191
Stratton Gilmore,21,199
Nicolas Brand,31,180
Danail Banov,24,198
Lamar Bartley,31,176
Harry Thursfield,20,178
Marco Pairetti,21,183
Arnaud Sewanou,35,192
Antonio Pedro Pragana,21,173
Mauricio Alejandro Arraya Avila,35,183
Damien Boulangeot,35,189
Theo Schneider,25,193
Maxime Niziolek,32,189
Jacob Sullivan,31,186
Harry Lazell,29,194
Juan Carlos Garcia Garcia,24,188
Alejandro Sedeno Nieto,27,199
Prachaya Baibong,25,186
Imrane Bentekhici,24,194
Chris Conrardy,25,196
Julian Kenzlers,36,196
Paul Emmanuel,25,183
Junior Tavarez Pichardo,36,182
Rai Vicente De Araujo,24,195
Tommy Hamilton,36,183
Raphael Loukas,36,195
Samuel Pointon,32,185
Kutsal Korkmaz,26,190
Radomir Jovanovic,25,197
Guilherme Toresan,33,184
Maximilian Todorov,35,199
Artem Zharkov,22,194
Nikita Chuev,28,188
Jan Silhavy,34,191
Luke Stevenson,37,180
Dimosthenis Taramonlis,29,181
Andrea Zamurri,29,180
Edson David Ortiz Tovar,22,197
Brecht Catalan,20,192
Timothy Phung,22,174
Burak Bilgin,24,197
Mateo Labuckas,26,177
Gustavo Datto Martins,22,195
Jaime Sigauque,23,175
Saar Rogovski,36,185
Erik Chren,22,181
Bruno Figueiredo,23,175
Leonardo Schmitz Frederico,21,182
Armando Sigauque,33,176
Filip Michl,24,177
Martin Vondrak,21,181
Pierre Luquet,34,198
Burak Can Yilmaz,30,171
Nuutti Jokinen,29,192
Constantinos Papavasiliou,20,178
Jonas Alberto Junior,33,182
Michael Mathayomchand,33,186
Anas Abdelouahid,20,182
Alexandros Roumpis,28,185
Juan Ignacio Cabrera,36,197
Diego Nora Rosa Gobis De Castro,33,170
Maxime Lapraille,32,176
Felipe Escalona Ordenes,32,182
Dimitri Badra,25,183
Vicente Manuel Rivas Maturana,26,190
Jan Vehovec,21,186
Kevin Gardner,27,199
Damien Ghader,25,185
Samuel Rubell,22,184
Denilson Martinez,37,198
Noah Berry,37,186
Nicolas Esteban Rico Arias,25,171
Senne Braun,30,196
Ervin Haris Eminefendic,22,195
Gerhardt Marius Becker,35,194
Vlad Cristian Niculae,24,197
Nabi Kustepe,21,181
William Vega,34,172
Albert Sprlak Puk,35,178
Babji Siva Atturu,26,175
Cedric Wouobong Ngoumtsa,35,198
Victor Manuel Blanco Pretto,23,195
Abdoulaziz Bationo,35,175
Dieu Ne Dort Midzie,36,176
Nkwenti Blaise Ngwohoh,21,195
Jackson Varney,35,196
Heera Ashiq,23,177
Barkat Khan,26,196
Joubert Klopper,37,172
Damien Nezar,25,193
Liam Day,37,184
Shayan Shooshtarian,26,191
Hayat Saqib,21,175
Abdaal Haider,28,180
Ahmad Asjad Qureshi,23,199
Filip Fichtel,33,172
Masood Eisa Beygi,24,185
Muhammad Nauman Aftab,26,175
Naifu Zhang,27,180
Hans Albert Schubert,34,198
Barney Fitzpatrick,30,177
Mykyta Rassolov,23,198
Hugo Bron,37,192
Ritik Sundaram,33,179
Raffaele Giuliano,25,179
Stefan Cizelj Zivkovic,35,192
Aditya Gupta,37,172
Bekir Berk Sahin,20,195
Kengo Sasaki,27,183
Mattia Bernardi,20,188
Keigo Shimizu,20,190
Connor Johnson,29,197
Edgar Hipolito Cruz Vazquez,37,190
Austin Johnson,31,178
Matteo Masala,36,182
Lucas Neagu,20,178
Luka Mrsic,27,195
Xinmu Zhou,29,190
Eric Hahn,29,181
Alvaro Alcaraz Garfia,37,183
Ivan Karlo Ban,28,174
Marin Jurkovic,21,175
Eduardo Cohen,22,182
Kyle Lok Yin Tang,21,182
Patrik Stepanic,25,193
Takumi Kato,31,175
Yohan Sung,34,183
Tommaso Spelta,31,180
Kyle Johnson,37,198
Musa Mohammed,35,182
Daniil Sokolov,21,181
Belal Abou Taleb,30,199
Pietro Pirolt,31,185
Uche Oparaoji,24,175
Carlos Garcia Campoverde,25,178
Andres Vazquez Machuca,30,186
Joao Victor Ortega,29,199
Alejandro Valencia,23,189
Manuel Antonio Alonso,28,185
William Yovanny Ribero Duarte,31,195
Filippo Giovannini,29,198
David Enfedaque Manogue,33,195
Angel Sierra Malinowska,24,181
Stefan Borms,20,187
Floris Podzimek,24,178
Johnson Acquah,35,172
Mateo Berta,24,179
Gian Franco Garretta Altamirano,24,180
Andrews Adu Appiah,37,171
Yi Wei Zhang,25,177
Kevin Zannou,37,189
Bernard Ashitey Armaah,29,180
Benjamin Palm,34,187
Daniel Quartey,30,189
Alexander Romay,32,176
Mihailo Kecojevic,22,183
Llewelyn Bevan,35,176
Nkanku Mukeba,26,170
Pol Sanchez Vinas,31,198
Andrej Krajcik,34,181
Martin Dobry,27,197
Luka Puljic,36,170
Luis Enrique Mancilla De La Cruz,20,172
Matias Pomar,27,171
Elyes Marouani,33,172
Flavio Cortinovis,29,173
Manuel Massimino,27,183
Frank Tayebwa,23,192
Ibrahim Kibet Yego,29,187
Lucas Gessner,22,192
Sergio Eduardo Molina Capin,23,174
Edward Birungi,35,184
Mykhailo Nosenko,23,185
Gareth Ong,32,177
Nikit Reddy,36,193
Timothy Lim,35,190
Sota Fujii,36,195
Riccardo Perin,25,177
Matej Cintl,22,197
Krystof Zapsky,23,199
Marcus Kallioniemi,27,194
Camden Camacho,28,176
Douglas Geiwald,20,175
Takahiro Kubo,32,176
Mason Caldwell,21,192
Kyler Jirasook,29,188
Edward Lewis,36,191
Denislav Prodanov,32,191
Taewoo Koo,33,196
Jiaji Wang,30,194
Kyohei Yamanaka,29,170
Brandon Lam,26,182
Suk Hyun Choo,29,176
Hyun Sik Go,20,170
Wanseok Kang,33,179
Chenyu Fang,22,182
Youlian Iakovlev,32,173
Andrew Kunaka,21,198
Jaewoo Kim,36,176
Maximiliano Roman Mayorga,22,175
Jin Sung Han,34,175
Henrique Fukushima,27,190
Alfredo Casso,25,180
William Peters,28,192
Hyeon Il Jung,30,178
Donghwi Shin,21,199
Sung Ha Yeon,28,191
Eduardo Taiguara,37,195
Marcio Eduardo Silva,37,176
Nicola Cigna,24,178
Aizezi Yusupuaili,37,192
Robby Shymansky,31,175
Jay Zwinkels,23,188
David Bogatin,34,183
Shokhrukh Gayratov,30,170
Yerassyl Murat,24,195
Joaquin Marquez,25,185
Andre Baltazar,32,178
Nicolas Agustin Lema,29,192
Brady Draheim,33,184
Ramiro Pioli Tizon,23,188
Martin Estevarena,31,179
Uladzislau Zhuk,34,185
Erick Sanchez,29,194
Takeshi Taco,30,172
Eric Talac,28,188
Sebastian Pjontek,30,182
Mehdi Laalej,21,183
Han Chih Lin,32,176
Cole Gromley,27,171
Benedict Kurz,27,195
Dominique Graf,20,183
Manuel Goncalves,25,192
Paulo Fernandes,32,192
Deji Thomas Smith,28,186
David Chelidze,25,182
Justin Bloss,34,195
Francisco Erramuspe,35,196
Roni Rikkonen,23,171
Stefan Spasojevic,36,174
Breno Souza Plentz,28,199
Zakai Stone,31,173
Harry Ellesmere,31,199
Langford Hills,25,172
David Sanchez Herrero,31,195
Calvin Mueller,28,183
Diego Mogrovejo,24,180
Gianfranco Panta,22,177
Ethan Leon,21,192
Giuliano Franco Zambrano Poggi,27,178
Raul Moreano Chan,29,185
Eduardo Nunez Del Prado Flores,34,172
Ernesto Gabriel Mealla,28,179
Daniil Tsebrenko,29,170
Sandro Szic,30,178
Benoit Lanckohr,28,185
Stefan Kabasaj,33,178
Almir Nokic,24,197
Egor Baklanov,28,181
Mykhaylo Muravyov,23,170
Da Niel Kotze,21,185
Diego Bustamante,20,199
Niccolo Inserra,20,177
Bill Duo,31,183
Gabriel Alejandro Bernal,30,183
Andres Chavez,20,179
Tristan Reiff,33,170
Harris Trismen,30,175
Nathan Han,26,178
Lucas Britez Risso,21,188
Joel Kuster,34,191
Ilias Zimmermann,27,185
Juan Sengariz Carral,34,188
Kacper Gorecki,27,180
Aliaksandr Sasnouski,29,199
Jan Wajdemajer,22,190
Pietro Schiavetti,33,180
Timo Lanz,28,183
Timur Mukhtarulin,28,176
Demian Hulyanich,25,196
Oleksandr Kokkin,27,195
Kabir Gupta,30,181
Jiaxi Ma,27,189
Bekzat Usipbekov,31,189
Artsiom Cherkasau,29,192
Bartlomiej Kowalski,23,174
Diego Menendez Vina,35,170
Gabor Serak,25,180
Balint Balogh,28,184
Giulio Graziotti,24,179
Vladislav Sveridenko,25,198
Jabari Stafford,36,184
Valentin Ivanov,36,197
Mark Peneff,32,182
Mohab Hamed,36,184
Nicolo Crespi,33,171
Daniil Nabatchikov,21,191
Marc Hofer,22,182
Sebastian Dominguez,21,181
Jorge Alejandro Olaya,21,194
Mihailo Radosavljevic,26,192
Melvin Manuel,23,173
Jonathan Zuriel Gonzalez Gonzalez,36,197
Josip Krstanovic,25,181
Tamim Hallak,26,184
Ricardo Brancal,25,182
Gleb Baklanov,28,171
Svyatoslav Ilnytskyy,23,189
Magd Abou El Ezz,24,185
Quin Verstegen,29,183
Ethan Silva,37,190
Federico Luzzo,34,171
Antonio Mazzeo,20,186
Ignacio Vinas,24,185
Jody Alan Claassen,24,173
Ivan Rodrigo Gonzalez Huerta,27,180
Carlos Alonso Gallardo Olivares,34,182
Maksym Khalus,36,175
Donald Hall,32,186
Ian Luca Cervantes Tomas,29,170
Tennyson Whiting,36,178
Ying Hou,24,190
Jad Slaibi,37,187
Togan Makzume,36,180
Alexander Abou Boutros,23,183
Jason Janis,26,171
Sebastian Defilippis,24,189
Noam Okala,27,180
Diego Nava,27,171
Aloys Johannes Willem Van Baal,30,173
Keaton Cullimore,28,196
Ben Goldberg,28,182
Henry Barrett,36,175
Kaan Cepel,35,176
Tushar Madan,26,191
Abayomi Oluseyi Philips,22,189
Christian Saidi Otupio,27,195
Godgift Timibra,24,172
Wilson Oswalele Igbinovia,25,173
Mirgiiaz Mirdzhaliev,21,197
Cheraag Bajwa,32,190
Lars Johann,25,189
Daniil Gusev,25,172
Taylor Foote,21,170
Hans Peter Kaufmann,24,188
Lucas Amorim De Lima,30,196
Matheo Fabre,30,190
Jarmo Perez Wienese,33,182
Oriol Fillat Gimenez,32,183
Marco Mania,27,191
Martin Maldonado,34,197
Oskar Irdoja,31,185
Matthis Ross,22,199
Alexander Zederbauer,24,198
Matthew Mosejczuk,25,173
Tsimafei Basalyha,21,186
Stylianos Poutis,27,179
Lars Bijsterbosch,24,198
Stefan Loncar,36,176
Frank Barnett,21,182
Ricardo Reyna,30,194
Yashdeep Singh Duggal,23,182
David Martirosian,30,191
Bruno Figlia,28,183
Anthony Pero,25,175
Evin Mcdonald,21,185
John Carlin,34,178
Geronimo Marcolini,24,189
Emiliano Troche,31,185
Joe Herin,32,190
Peerapat Dedthonglang,36,190
Christos Avraam,23,199
Alejandro Hastings,29,181
Karsten Wuyts,20,185
Michael Alejandro Beltran Rubio,30,174
Santiago Jimeno Mora,35,193
Camilo Andres Alvarez Vergara,30,180
Giulio Colacioppo,28,170
Miguel Gamborino,21,179
Maikol Ponte,26,180
Rayane Alami,37,184
Matthew Stubbings,26,195
Alexey Shtengelov,28,196
William Hatzis,31,172
Sebastian Nothhaft,22,193
Ryder Jackson,35,184
Mert Arabaci,26,180
Nishith Naveen,24,178
Yoel Yamus,26,171
Jean Marc Malkowski,36,181
Juan Martin Fumeaux,35,189
Nathan Chavez,37,199
Preston Connor,23,185
James Hopper,20,193
Stefan Leustian,23,185
Nico Kleber,23,190
Vladimir Osminkin,28,170
Ilya Tiraspolsky,27,185
Andres Haefele,21,175
Sergo Sikharulidze,25,183
Umut Kaan Yenilmez,30,194
Mustafa Can Gunes,23,194
Jordan Sauer,33,180
Mikaeel Woodman,28,170
Connor Kruger,21,189
Thehan Sanjaya Wijemanne,20,186
Eric Jr. Olivarez,23,192
Dmitry Kovkin,31,188
Frane Bujas,24,171
Anurag Agarwal,28,183
Yurii Yost,23,177
Rostislav Galfinger,35,194
Ronaldo Alexandre,21,192
Dmytro Slyepkan,35,191
Hamza Ben Yaacoub,35,195
Alexander Pustovit,30,198
Gabriele Felline,20,196
Nikita Kashirin,34,175
Kaita Odani,23,178
Alberto Orso,37,174
Alexander Georg Mandma,36,174
Mathias Klimovicz,26,187
Alejandro Jose Gandini,37,191
Dhruva Mulye,32,183
Caspar Schuetze,29,181
Constantinos Koshis,20,197
Vincent Knoess,21,181
Thibault Verdier,36,191
Suleyman Deniz Gursoy,22,175
Danil Ozernoy,36,173
Vladislav Tasenkov,31,196
Aleksei Abazov,31,184
Daniil Golubev,29,192
Tristan Sarap,26,184
Mohamed Amin Oueslati,29,194
Jamie Davis,37,186
Mark Owen Endler,25,172
Mile Matic,26,179
Denim Yadav,36,194
Alex Ganchev,31,199
Abdulrahman Al Janahi,36,190
Ivan Sodan,37,191
Borna Devald,33,177
Matej Galik,30,178
Federico Pieckenstainer,21,193
Angel Guerrero Melgar,20,172
Naman Sharma,30,195
Zhanger Almashev,21,170
Tomas Venturi,35,180
Youssef Abdellatif,22,182
Imran Daniel Abd Hazli,20,181
Kamran Hanif,27,198
Keanu Elias Immler,20,190
Kirill Kolganov,24,176
Felipe Mikkelsen,20,171
Nikita Sidorov,30,170
Pajo Marjanovic,28,189
Tushar Sharma,24,172
Juan Diego Rojas,21,173
Omar Suarez,32,186
Francesco Maria Missere,37,187
Stefan Ivic,31,186
Graham Maassen,33,188
Christophe Clement,24,173
Maximilian Dietel,29,198
Samer Al Tori,21,186
Mateja Janicijevic,23,191
Lluc Serrat Vinolas,31,171
Dorian Kos,30,179
Aleksa Markovic,23,181
Artur Soghoyan,30,182
Guney Ege Cetin,28,180
Anton Semenov,29,190
Jiri Krouzek,25,177
James Edley,34,197
Dmitry Bezborodov,29,198
Petr Cervinka,25,189
August Ehrnrooth,20,174
German Samofalov,23,194
Aleksandar Mihailovic,33,171
Viacheslav Ovchinnikov,27,181
Dusan Trunic ,30,197
Guilherme Sousa Severin,34,171
Lui Maxted,27,175
Michele Vianello,32,191
Riccardo Tavilla,37,188
Alexander Vikhlyantsev,36,181
Benjamin Ginefri,25,194
Jan Dimitrijevic,34,182
Martin Machala,32,186
Danijal Muminovic,37,181
Jibril Nettles,30,172
Higinio Sanchis Melero,32,193
Nacho Serra Sanchez,20,177
Alexander Zederbauer Lapentti,37,185
Milan Macura,24,173
Nikolas Moceanu,25,193
Saud Alhogbani,20,196
George Gregoriou,26,195
Inigo Garmendia Olasagasti,23,182
Dawid Taczala,28,177
Jonas Greif,34,170
Valdemar Frederik Pape,25,172
Victor Sklenka,36,170
Nino Stettner,37,184
Simon Malis,23,187
Simone Spaccini,28,189
Ivan Axel Dikenstein,33,172
Niklas Rohrer,22,198
Marc Ros Mesas,20,184
Hamzeh Al Aswad,30,196
Areg Stepanian,20,191
Alessio Tramontin,31,197
Lucas Ernst,28,197
Pedro Navedo,24,174
Luca Teboul,34,190
Oliver Olsson,37,179
Andrei Cuceu,28,176
Miguel Avendano Cadena,32,192
Danyil Fedorov,32,194
Christian Kuehne,32,177
Lev Levyatov,29,172
Gustavo Tedesco ,29,187
Nicolas Niño Mendoza,26,186
Marcelo Marino Hidalgo,24,185
Paulo Knippling,26,195
Luka Kalenic ,29,191
Edgar Palacio Molina,29,198
Mert Ramadan,32,182
Dragomir Draganov,34,173
Mikhail Yehayan,25,172
Roey Tabet,31,180
Alexandar Balj,30,196
Yeray Andres Pastor,25,171
Oleksii Osadchyi,20,187
Myroslav Bondar,21,196
Illya Maksymchuk ,34,173
Henrique Silvestre Gomes,23,186
Daniel Vecchio Couldrey Rebelo,24,175
Adrian Contreras ,34,179
Danilo Raicevic,30,180
Milo Gazivoda,29,174
Valentin Faure,36,195
Jose Elias Yapur,21,194
Wilhelmus Franciscus Esterhuizen,29,187
Alexander Edley,22,194
Anro Nel,24,194
Vojtech Mares,22,179
Issa Alharrasi,27,178
Peter Kuszynski,24,185
Borja Miralles,31,179
Sampras Victor Rakotondrainibe,33,179
Nikola Keremedchiev,26,173
Simone Vaccari,30,190
Abdalla Genidy,27,193
Gillian Osmont,24,183
Adam Januska,27,177
Sasha Kovacevic,31,170
Kaj Quirijns,34,185
Vitali Shvets,35,195
Ivan Bas Mengual ,33,186
Julian Messina Messina,26,179
Luca Moro Almeida,27,175
Semen Voronin,26,176
Maksim Starostin,37,187
Radimir Lutkovskii,25,171
Josef Southcombe,23,190
Batuhan Saban,22,178
Vladimir Cherkovets,36,174
Dean Cooper Kirby ,34,177
Daniil Felker,25,193
Oleg Syrovatskiy,31,174
Arjun Mahadevan,25,193
Pedro Cressoni,30,184
Thomas Kano,29,177
Amnon Felipe,35,174
Joao Pedro Guedes Dos Santos,37,174
Roberto Pinargote Palma,33,189
Juan Diego Rojas Mora,23,186
Santiago Padilla Cote,31,178
Marten Murrand,27,171
Pavlos Parson,26,170
Camilo Benavides Soto,28,191
Enrique Ordonez,36,190
Francisco Castro,29,180
Artur Khairutdinov ,22,184
Niv Zuckerman,27,170
Bryan Aguiar Kuntz,33,176
Luis Felipe Miguel,26,192
Iago Almeida,35,188
Vitor Mansur,37,193
Dharmil Shah,30,184
Luis Utrilla,25,175
Evangelos Kypriotis ,33,189
Jonathan Backman,32,195
Alexandre Leblanc,23,195
Eirik Groener,30,179
Amaan Siddiqui,37,181
Gabriel Generoso,20,182
Austin Abbrat,31,184
Amit Cohen,37,188
Ofer Hacohen,26,186
Raz Haviv,31,182
Tamerlan Azizov,20,171
Santiago  Lora,23,187
Alvaro Chavez,37,198
Carlos Collazos,34,180
